AREANM,AREACD,Distance,mapvar,Health (Q),Retail (47),Education (P),Manufacturing (C),Public admin (O),"Wholesale (45,46,48)",Food and drink (56),Transport (H),Professional (M),Construction (F),Admin (N),Finance (K),"Other Services (S, T, U)",Arts (R),Information and communication (J),"Agriculture, Electricity, Water, Mining (A,B,D,E)",Real estate (L),Accommodation (55)
Malvern Hills,E07000235,twototenkm,42.98398605,2.622482955,2.69541779,2.276835262,2.197558269,0.554938957,0.707150785,1.02742984,0.342476613,1.040114159,0.612018392,0.466148724,0.26002854,0.535912478,0.310765816,0.275883938,0.37101633,0.266370699,0.26002854
Manchester,E08000003,twototenkm,56.39717364,1.896913386,1.941484305,2.04683375,0.41734588,0.486539894,0.322905401,1.387620505,0.501812447,1.068143637,0.221919542,0.728095575,0.709082805,0.331944258,0.342229855,0.394904578,0.057973363,0.218802694,0.237503779
Mansfield,E07000174,twototenkm,61.01114592,2.44773075,4.050411598,2.255894709,1.617250674,1.024744421,0.925183944,1.6318205,0.835336684,0.563366601,1.085452029,0.789198902,0.381243777,0.774629077,0.483232559,0.165124693,0.279254996,0.203977562,0.053422695
Medway UA,E06000035,twototenkm,56.73599968,3.29306569,3.532249437,3.254715553,1.088942041,1.139402747,0.61158376,1.222158305,0.75590138,0.448091071,0.583325764,0.796269945,0.414787005,0.541947984,0.465247712,0.147345262,0.200833611,0.160465046,0.122114909
Melton,E07000133,twototenkm,46.83055942,2.956350096,4.382934817,2.758961016,4.701449015,1.152931676,1.390695797,1.772015612,0.919653672,0.865820286,0.991431519,0.789556323,0.408236508,0.780584092,0.417208739,0.224305774,0.51590328,0.23776412,0.130097349
Mendip,E07000187,twototenkm,45.29806124,2.758148618,5.021038433,3.025910491,2.162227457,0.58988142,1.077087234,1.57033279,0.754967687,0.750941193,0.72476898,0.672424554,0.259708884,0.581828431,0.452980612,0.386543456,0.418755409,0.253669143,0.336212277
Merthyr Tydfil,W06000024,twototenkm,60.28604623,4.939705941,3.385281038,2.279556108,2.551981091,1.898962381,0.849324947,1.382156164,0.681062457,0.352549978,0.96550619,1.093706182,0.252393734,0.657024959,0.424662473,0.440687472,0.192299987,0.388606226,0.120187492
Merton,E09000024,twototenkm,52.5265062,1.474840567,2.004304369,2.4307802,0.583598505,0.504376989,0.558511692,0.804098393,0.7974966,0.720915801,0.488532685,0.656218229,0.426475831,0.654897871,0.524182368,0.393466866,0.079221516,0.250868136,0.102987972
Mid Devon,E07000042,twototenkm,42.10509149,2.857236048,4.426106527,2.759385499,3.353012166,0.698000587,1.409047914,1.135066375,0.929580221,0.750187547,0.952412016,0.531654653,0.225056264,0.534916338,0.397925568,0.11089729,0.616458463,0.231579634,0.225056264
Mid Suffolk,E07000203,twototenkm,39.52138541,1.696084495,2.155192921,1.700842095,1.391598078,2.236072125,0.951520053,0.742185642,0.742185642,0.399638422,0.630382035,0.444835625,0.218849612,0.314001617,0.249774014,0.078500404,0.499548028,0.111803606,0.128455207
Mid Sussex,E07000228,twototenkm,44.37606112,3.860846284,3.545775108,2.816050673,0.961538462,0.486482957,0.866853859,1.281507118,0.703604545,0.933786078,0.573005093,0.829306517,1.250489748,0.824409037,0.398328327,0.656262244,0.169779287,0.264463889,0.269361369
Middlesbrough UA,E06000002,twototenkm,63.95265822,3.791784995,2.633624724,2.416271359,0.488648443,0.575907093,0.377591979,1.824499056,0.496581047,0.317304184,0.406149355,0.721867018,0.245910742,0.555282322,0.469610192,0.301438974,0.092018212,0.214180324,0.131681236
Milton Keynes UA,E06000042,twototenkm,53.92094446,1.345964873,2.188144437,2.031057534,0.782666464,0.366074765,0.806194898,0.831107359,0.651184034,0.534925885,0.267116936,0.523853681,0.636651765,0.309329716,0.244280514,0.599975088,0.080965497,0.103801918,0.116258148
Mole Valley,E07000210,twototenkm,36.65676617,1.504305648,1.920981218,2.010726725,0.485053099,0.339750849,0.532062651,0.799162375,0.258552533,0.886771085,0.420949166,0.608987372,0.594029787,0.467958717,0.318382871,0.371802816,0.217953375,0.217953375,0.115387081
Monmouthshire,W06000021,twototenkm,38.30944142,3.041340375,3.842651612,2.320680594,1.384083045,0.642609985,0.980825767,1.4777428,0.650414965,0.699846502,0.637406665,0.535941931,0.346020761,0.663423264,0.515128652,0.278377605,0.278377605,0.234149387,0.257564326
Neath Port Talbot,W06000012,twototenkm,52.80168662,2.733022572,3.110191292,2.003829713,1.984487728,1.214676699,0.558983385,1.369412584,0.667298505,0.408115897,0.78141622,0.578325371,0.249511615,0.524167811,0.48548384,0.106380921,0.280458793,0.187617261,0.208893445
New Forest,E07000091,twototenkm,45.27041191,2.626821088,3.266167068,2.262603501,1.261660203,0.665548685,0.749397338,1.192223037,0.672099361,0.592181113,0.643276386,0.592181113,0.267267582,0.577769626,0.425793942,0.175558118,0.260716906,0.348495965,0.370768263
Newark and Sherwood,E07000175,twototenkm,42.50741261,2.438358302,3.140605493,1.802434457,2.420802122,0.417446941,0.829041823,1.404494382,0.774422597,0.567649813,0.704197878,0.632022472,0.183364544,0.618367665,0.390137328,0.542290886,0.513030586,0.175561798,0.236033084
Newcastle upon Tyne,E08000021,twototenkm,59.80977543,2.125935711,2.019081168,1.730221635,0.538969617,1.118450022,0.326434757,1.409070894,0.472038749,0.668721562,0.338177015,0.501981506,0.465580508,0.403346543,0.418611478,0.342873918,0.072801997,0.164978717,0.173198297
Newcastle-under-Lyme,E07000195,twototenkm,61.99075849,2.048063924,3.137674287,2.631207248,1.351923969,0.449968724,1.166286648,1.285336669,0.815189976,0.508484836,0.55287637,0.526645009,0.411630582,0.542787385,0.363203454,0.272402591,0.15940596,0.221957667,0.098872051
Newham,E09000025,twototenkm,46.97716807,2.156561781,2.088449731,3.007482732,0.39524175,0.560245587,0.311780507,1.029355334,0.984267076,0.31465848,0.342478895,0.660974674,0.325211051,0.406753645,0.261895625,0.165003837,0.100729087,0.273407521,0.146776669
Newport,W06000022,twototenkm,55.41494677,2.85411688,2.63415164,1.602215946,1.143276124,0.919237454,0.650391049,1.353736693,0.627308277,0.367966544,0.524114708,0.677547252,0.4426461,0.416847708,0.276993265,0.268846405,0.107267,0.247121443,0.249837063
North Devon,E07000043,twototenkm,48.27901183,3.354785136,4.345028026,2.4891011,2.740294789,1.758355823,1.071206145,1.812331327,0.626946232,0.635250156,0.618642308,0.80755657,0.267801536,0.579198672,0.431804027,0.205522109,0.398588333,0.261573594,0.988166909
North East Derbyshire,E07000038,twototenkm,52.32032854,2.546201232,2.233454431,2.299794661,2.34718054,0.281156215,0.878218291,1.279418733,0.710788185,0.483335966,0.773969357,0.47385879,0.51808561,0.634970779,0.47385879,0.230611278,0.296951508,0.18006634,0.15795293
North East Lincolnshire UA,E06000012,twototenkm,68.46820364,3.702459441,4.231582189,2.85698288,2.504234382,0.902868181,1.027449992,1.539775193,1.042847744,0.537521522,0.638306807,0.802082896,0.271560352,0.673301698,0.502526631,0.146978541,0.184773024,0.177774045,0.225367096
North Hertfordshire,E07000099,twototenkm,48.1808722,2.287390029,3.708258443,3.040393529,2.262794438,0.289471195,1.114369501,1.19761612,0.614889793,1.034906821,0.783274998,0.690568537,0.639485385,0.715164129,0.505155614,0.425692933,0.249739855,0.429476871,0.122977959
North Kesteven,E07000139,twototenkm,45.53712737,1.899186992,2.742547425,1.712737127,1.053658537,3.156639566,0.834688347,1.00596206,0.611382114,0.427100271,0.689430894,0.381571816,0.149593496,0.481300813,0.264498645,0.197289973,0.377235772,0.164769648,0.153929539
North Lincolnshire UA,E06000013,twototenkm,53.78365771,3.20315132,2.639489984,2.362194521,2.976391013,0.659548553,0.965351025,1.320392878,0.840956799,0.374478451,0.754139995,0.681576697,0.309689792,0.467774121,0.313577111,0.102366082,0.317464432,0.103661855,0.154197009
North Norfolk,E07000147,twototenkm,40.29236411,2.459650261,4.063661536,2.090453264,1.913338489,0.451517948,0.930476214,1.421907352,0.73091027,0.528849752,0.688502507,0.55130092,0.244468281,0.793274628,0.531344326,0.104772121,0.573752089,0.212038816,0.651083893
North Somerset UA,E06000024,twototenkm,48.98785425,3.47869448,4.306220096,2.357913733,1.406912273,0.93556698,0.945065122,1.524451779,0.749165944,0.77766037,0.652997257,0.671993541,0.485592506,0.661308132,0.502214254,0.261198903,0.402483764,0.327685896,0.347869448
North Tyneside,E08000022,twototenkm,63.74204688,2.798079425,3.078360415,1.814139407,1.10693252,3.76664538,0.60786679,1.285508172,0.66344994,0.491970009,0.676458762,0.646893257,0.481326427,0.578301284,0.429291137,0.476595946,0.145462287,0.209323778,0.131270844
North Warwickshire,E07000218,twototenkm,44.56045891,1.039098274,1.358627283,1.403914859,1.391334977,0.296885221,0.732149147,0.717053288,1.076837921,0.171086399,0.364816585,0.357268656,0.100639058,0.264177527,0.150958587,0.105671011,0.171086399,0.095607105,0.140894681
North West Leicestershire,E07000134,twototenkm,43.74327982,1.338474658,1.864966075,1.748173965,1.970635127,0.3318379,0.97697527,0.704460346,0.921359979,0.43009158,0.634014312,0.587668236,0.194653517,0.363353231,0.250268807,0.159430499,0.278076453,0.152015127,0.150161284
Northampton,E07000154,twototenkm,58.51639365,2.916383584,2.515454233,2.024777098,1.201110524,0.676882816,0.906704243,0.940254817,0.759920485,0.443706332,0.412672052,0.650881122,0.750694077,0.379121478,0.447061389,0.286018637,0.097296663,0.114910714,0.118265771
Northumberland UA,E06000057,twototenkm,46.8231534,3.335046496,3.877905016,1.944172301,1.673546087,2.164206672,0.782165973,1.544255818,0.758877664,0.603889951,0.853636991,0.606299086,0.303551066,0.748438077,0.578192506,0.153381623,0.368597722,0.251353131,0.383052535
Norwich,E07000148,twototenkm,60.65197019,1.793922085,3.272122808,2.377393012,0.992904637,0.99067339,0.725155072,1.853050114,0.561158463,0.997367129,0.502030434,0.827792405,1.844125128,0.728501941,0.565620956,0.699495738,0.088134232,0.243205855,0.246552724
Nottingham UA,E06000018,twototenkm,66.15594903,2.41175394,2.431770869,2.222450987,0.773225356,0.543316633,0.482693935,1.544734976,0.517580582,0.633678768,0.374602521,0.763502848,0.336284401,0.380321643,0.407773431,0.420927413,0.192734426,0.226477249,0.19101869
Nuneaton and Bedworth,E07000219,twototenkm,62.47087784,3.760604862,3.589168755,2.967163392,2.224273594,0.859378434,1.25500022,1.259396017,1.314343488,0.476944041,0.672557035,0.81102466,0.613213768,0.698931821,0.426392369,0.191217196,0.158248714,0.178029804,0.087915952
Oadby and Wigston,E07000135,twototenkm,66.43935475,2.257442506,3.959930396,3.800028218,2.525513803,0.559657621,1.678972864,1.269811409,0.832431924,0.484409538,0.761886846,0.625499694,0.380943423,0.569063631,0.385646428,0.155199172,0.169308188,0.183417204,0.10816912
Oldham,E08000004,twototenkm,66.64728704,2.858867857,4.096555271,2.520097047,2.540222046,0.704374951,1.276819356,1.455708232,1.097930479,0.476291634,0.816180499,0.782638835,0.481881911,0.578034682,0.347715254,0.211312485,0.158763879,0.249326372,0.102861104
Oxford,E07000178,twototenkm,55.50211485,3.593748438,1.588888778,5.282630216,0.863939524,0.418970672,0.339976202,1.055926085,0.488965772,1.303908726,0.293979421,0.437969342,0.148989571,0.363974522,0.455968082,0.732948694,0.13799034,0.175987681,0.156989011
Pembrokeshire,W06000009,twototenkm,43.23046152,2.773987326,3.848813952,2.138437669,1.207544348,1.443071574,0.772005907,1.62812868,0.906592893,0.517786044,0.958932277,0.564517637,0.269173972,0.558909845,0.514047517,0.155148887,0.400022431,0.20748827,0.682281249
Pendle,E07000122,twototenkm,64.06982429,2.795272194,4.215914646,2.461680039,7.186610301,0.721824404,1.196330486,1.253846375,0.770712909,0.64130216,0.951887959,0.926005809,0.411238605,0.652805338,0.465878699,0.393983838,0.221436171,0.230063555,0.169671872
Peterborough UA,E06000031,twototenkm,58.10017917,1.957116698,2.632459785,2.083128236,1.518045246,1.341825986,0.831873043,0.922443836,0.95000886,0.429226801,0.310106519,1.176435842,0.483372384,0.347516194,0.285494891,0.295339542,0.169328004,0.159483353,0.104353305
Plymouth UA,E06000026,twototenkm,70.56853455,3.026466264,3.412841039,3.33115504,1.122365627,1.62555138,0.544845613,1.67047868,1.027609868,0.612644993,0.558732233,0.744159451,0.479496814,0.587322333,0.470511354,0.274464957,0.236072537,0.271197517,0.205848718
Portsmouth UA,E06000044,twototenkm,66.11802599,2.969756524,3.588455799,3.184481566,1.110019289,2.088110056,0.583215053,1.934345089,0.879826764,0.454016086,0.548640681,1.214652255,0.449466827,0.595952979,0.608690905,0.628707646,0.210175784,0.24747971,0.216544747
Powys,W06000023,twototenkm,36.94976272,2.75241368,3.34642448,1.850760923,2.313860252,1.330387825,1.016200295,1.323842252,0.790378007,0.713467518,0.805105547,0.669284896,0.256913762,0.469644903,0.456553756,0.18327606,0.590738014,0.227458681,0.548191785
Preston,E07000123,twototenkm,56.36517542,2.541723385,2.815113074,2.062433511,0.77670125,1.580855858,0.853341874,1.379531234,0.672607268,0.473570424,0.478145983,0.812161838,0.318001396,0.39121035,0.370620331,0.398073689,0.180734606,0.162432368,0.124684
Reading UA,E06000038,twototenkm,58.33128505,2.894778004,3.117109468,3.084709405,0.500525104,0.922843161,0.582083883,1.48481666,0.703863428,1.396554421,0.402207673,0.89714656,0.730677273,0.531807923,0.410028378,1.247961031,0.299421269,0.19886935,0.281545371
Redbridge,E09000026,twototenkm,51.75978744,2.344704268,2.538627177,3.811718484,0.264440331,0.858801456,0.418067571,0.978429224,0.746729125,0.671174745,0.368957224,0.516288265,0.504955108,0.484807273,0.297180562,0.290884364,0.031480992,0.303476761,0.079332099
Redcar and Cleveland UA,E06000003,twototenkm,58.2741932,3.294485318,3.79147948,2.825704798,1.512685288,0.789981987,0.559932287,1.810013673,0.609848731,0.483972481,0.653254335,0.71619246,0.193154936,0.748746663,0.46878052,0.11936541,0.292987825,0.297328385,0.227879419
Redditch,E07000236,twototenkm,54.82875577,2.325759315,3.736005916,1.71371739,4.182286487,0.573789305,1.354142759,0.969066381,0.731900135,0.622242624,0.586540178,0.790554153,0.239716421,0.328972535,0.209114324,0.367225155,0.145359958,0.114757861,0.102006987
Reigate and Banstead,E07000211,twototenkm,43.22729004,2.399156341,1.863081114,2.110613118,0.417435627,0.525822421,0.462840906,0.812900958,0.650320766,0.650320766,0.432082491,0.568298327,1.329935261,0.417435627,0.288543223,0.336877874,0.191873921,0.219702962,0.140609895
Rhondda Cynon Taf,W06000016,twototenkm,52.06114279,2.513647944,2.723522989,2.480892879,1.595292976,0.65874075,0.595656921,1.415746694,0.606575276,0.363945166,0.787334708,0.576246512,0.198956691,0.545917749,0.429455295,0.082494238,0.223219702,0.166201626,0.086133689
Ribble Valley,E07000124,twototenkm,44.61323206,2.235325471,2.535145579,1.795589313,2.285295489,0.582983543,1.06602705,1.31587714,0.469718169,0.476380838,0.642947565,0.409754148,0.243187421,0.549670198,0.269838097,0.10993404,0.216536745,0.226530748,0.316476781
Richmond upon Thames,E09000027,twototenkm,49.60094105,1.49757782,1.67718597,2.902821872,0.298503687,0.393367147,0.322535764,0.986579983,0.602066759,1.277494593,0.303563072,0.552737759,0.435107069,0.498349377,0.784204602,0.658984834,0.083479845,0.388307762,0.136603382
Richmondshire,E07000166,twototenkm,44.73477547,1.488541444,1.991861212,1.385021775,1.099450275,10.98736346,0.7424859,1.481402156,0.385521525,0.317698294,0.667523381,0.774612694,0.117798244,0.367673306,0.581851931,0.103519669,0.446205469,0.124937531,0.42835725
Rochdale,E08000005,twototenkm,63.12249337,2.994757289,3.354329323,2.821257496,2.78605464,0.973107532,1.159179773,1.403085279,1.271074567,0.5519305,0.819723658,0.833553351,0.476495807,0.676397742,0.436263971,0.271564893,0.165956324,0.292938056,0.135782446
Rochford,E07000075,twototenkm,55.35980334,1.560637664,2.476907032,3.307508939,1.050357569,2.08954112,0.644368296,1.288736591,0.599672229,0.510280095,0.659266985,0.424612634,1.258939213,0.607121573,0.473033373,0.156436234,0.253277711,0.216030989,0.055870083
Rossendale,E07000125,twototenkm,55.25916198,2.778347765,2.889153363,2.729100833,3.767390323,0.533508434,1.206549842,1.108055977,0.681249231,0.574547544,0.808470472,0.697664875,0.274962039,0.742807896,0.443222391,0.139532975,0.180572085,0.229819018,0.032831288
Rother,E07000064,twototenkm,45.62040427,3.796572624,2.818201397,2.37208873,0.73531674,0.689167154,0.799926161,1.30449497,0.649170846,0.590714703,0.46764914,0.464572501,0.981447866,0.676860598,0.455342584,0.098452451,0.3384303,0.264590961,0.519952004
Rotherham,E08000018,twototenkm,57.54364551,2.55677615,2.357967155,2.314506584,1.739347537,0.436455097,0.69629383,1.165113182,0.699067909,0.320868472,0.626017162,0.803558219,0.337512946,0.484539133,0.305148691,0.187712679,0.229323864,0.102640923,0.136854564
Rugby,E07000220,twototenkm,49.90560497,2.330508475,2.52768921,2.680818929,2.034737372,1.130642725,1.166303071,1.214549421,1.206158751,0.570565531,0.795015942,0.774039268,0.281087431,0.604128209,0.396459137,0.323040779,0.272696762,0.159422722,0.216059742
Runnymede,E07000212,twototenkm,42.90330946,1.853218696,1.555985557,2.188354047,0.536615532,0.406950069,0.47477508,0.861776616,1.10115901,0.84581779,0.337130204,0.530630972,0.279279459,0.404955215,0.440862575,0.530630972,0.301222846,0.153603702,0.23140298
Rushcliffe,E07000176,twototenkm,46.13703728,1.806538154,2.356071915,2.332273209,0.662036737,1.029834924,0.508426906,1.166136605,0.272603362,0.79401138,0.393760412,0.354817074,0.2769304,0.421886155,0.631747474,0.365634668,0.192553169,0.179572056,0.060578525
Rushmoor,E07000092,twototenkm,53.10609237,1.517602189,2.833523034,1.912977496,1.130214261,3.895844566,1.020387787,1.176141696,0.774775854,0.794744304,0.559116596,1.070308912,0.513189161,0.381397392,0.357435252,0.61303141,0.109826475,0.169731824,0.217656103
Rutland UA,E06000017,twototenkm,40.48225413,1.571389867,3.115686806,4.123543755,2.346247629,4.784611216,0.937415335,1.197507451,0.514765646,0.43348686,0.547277161,0.346789488,0.135464644,0.43348686,0.189650501,0.173394744,0.298022215,0.162557572,0.189650501
Ryedale,E07000167,twototenkm,35.35226797,2.102581651,3.228014144,1.634918824,2.653891487,0.562716247,1.258507281,1.410592753,0.581726931,0.650165393,0.733812403,0.429641458,0.247138892,0.562716247,0.669176077,0.121668378,0.589331204,0.266149576,0.520892742
Salford,E08000006,twototenkm,54.4636757,2.870381725,2.202056654,2.359721809,0.945115008,0.762924163,0.762048246,1.023947585,0.610514514,0.611390431,0.583361071,0.783946184,0.642047545,0.465988122,0.321461731,0.320585814,0.197081443,0.230366309,0.168176165
Sandwell,E08000028,twototenkm,65.75452301,2.210102646,2.470488302,2.25694031,2.720553796,0.419157398,1.070915398,0.963744473,1.034397898,0.330245223,0.656521152,0.661284305,0.245302341,0.597775608,0.272293537,0.081767447,0.295315441,0.161947177,0.077004295
Scarborough,E07000168,twototenkm,59.96386164,6.197298227,6.076837033,2.966356909,2.123128549,1.142230253,0.761486835,3.420237481,1.013164688,0.793753227,0.899156772,0.858286009,0.322663913,0.92927207,0.952934091,0.255980038,0.299001893,0.372139047,1.544484598
Sedgemoor,E07000188,twototenkm,49.10177095,3.174096987,4.734570657,2.931734592,2.644726492,0.822756553,1.403150711,1.620001276,1.109764653,0.625039862,0.960945639,0.884410145,0.278504156,0.68881944,0.386929439,0.16157493,0.499606693,0.208346621,0.431575143
Sefton,E08000014,twototenkm,58.42230876,3.767404559,4.026359271,3.012764148,0.92566647,2.227203772,0.744011672,1.569188254,0.887016513,0.707294213,0.68313799,0.811649097,1.029055105,0.775897887,0.578783106,0.258954712,0.154599828,0.265718454,0.267650952
Selby,E07000169,twototenkm,39.80098108,1.922915207,2.786264891,1.903293623,2.110721794,0.518570427,0.655921514,1.196916608,0.840925018,0.406447092,0.650315347,0.678346181,0.440084093,0.465311843,0.285914506,0.159775753,0.706377015,0.114926419,0.137351086
Sevenoaks,E07000111,twototenkm,34.65534529,1.583000875,2.451304589,2.304098308,0.819234954,0.266678045,0.648561005,0.891771382,0.369082414,0.571757728,0.475753632,0.480020481,0.347748171,0.396816931,0.398950355,0.226142982,0.134405734,0.273078318,0.098137521
Sheffield,E08000019,twototenkm,64.26945991,3.501088253,2.412453735,2.782574224,1.088253344,0.506199804,0.521827961,1.534989918,0.51839739,0.611022806,0.384223948,0.503150408,0.584340587,0.513442121,0.490571647,0.342675922,0.086526622,0.189443752,0.128836998
Shepway,E07000112,twototenkm,49.356098,3.455083909,3.894821861,2.699003859,0.827874002,1.886834784,0.787489904,1.539082832,0.796464148,0.516019025,0.751592928,1.2362021,1.590684735,0.547428879,0.430763708,0.163779952,0.332047025,0.215381854,0.583325855
Shropshire UA,E06000051,twototenkm,42.80282084,2.666557437,3.304865477,2.134065169,1.865088305,1.677350646,1.132570094,1.348980414,0.725691387,0.659471194,0.674490207,0.638990722,0.315399267,0.573453212,0.380254094,0.271707593,0.475829629,0.233477379,0.265563452
Slough UA,E06000039,twototenkm,47.57678088,1.600352371,2.481280282,1.959397232,1.708466251,0.512539875,0.878258432,0.766140334,1.667089334,0.476501915,0.357710121,1.001054444,0.26961733,0.336354294,0.238918327,0.736776071,0.174850843,0.092097009,0.220231978
Solihull,E08000029,twototenkm,49.57113574,1.676650282,1.913470915,2.013970427,0.729367749,0.466675954,0.412943541,0.758224044,0.379112022,0.392047603,0.344285458,0.470656132,0.380107067,0.43383948,0.210949472,0.268662063,0.151246791,0.166172461,0.174132819
Somerset West and Taunton,E07000246,twototenkm,48.86646869,4.571246752,4.198706051,2.549451132,1.60948189,2.127857029,0.880309699,1.255501936,0.593943894,0.914779657,0.685421859,0.780877128,0.377843772,0.597921196,0.456064061,0.296971947,0.383146842,0.216100122,0.60720157
South Bucks,E07000006,twototenkm,41.19559705,1.109685887,1.419920651,1.467649077,0.414640694,0.551859917,0.363929243,0.78453599,0.674164007,0.510097545,0.319183844,0.46236912,0.184947648,0.372878322,0.280404498,0.259523312,0.149151329,0.178981595,0.307251738
South Cambridgeshire,E07000012,twototenkm,33.5451572,1.331019291,1.202856952,1.784927575,1.041319004,0.927841933,0.488618917,0.548695014,0.253654629,0.750283693,0.375141846,0.35778653,0.118817168,0.275015019,0.144182631,0.676857353,0.158867899,0.114812095,0.129497363
South Derbyshire,E07000039,twototenkm,47.17472772,2.06113128,2.605691533,2.649607682,2.725729008,0.395245345,0.939805598,1.200374751,1.027637897,0.535777023,0.831479096,0.600187376,0.22250849,0.465511184,0.406956318,0.181520084,0.368895656,0.120037475,0.184447828
South Gloucestershire UA,E06000025,twototenkm,52.31108776,1.881240147,2.715011386,1.912769312,1.942196532,0.805745314,0.599054125,0.931161324,0.691539674,0.559817831,0.611665791,0.528989315,0.770012261,0.397267472,0.289367665,0.443510247,0.192678227,0.141530916,0.14363286
South Hams,E07000044,twototenkm,44.41429321,1.80831414,3.083027387,1.801473103,1.267872209,1.267872209,0.704626821,1.584840262,0.574647117,0.592889882,0.510797437,0.465190523,0.216632842,0.560965042,0.40818188,0.328369781,0.296444941,0.241716644,0.508517091
South Holland,E07000140,twototenkm,45.53995405,1.843247383,2.92570845,1.789634925,2.101097779,0.451876436,1.424559612,0.873117182,0.857799336,0.656114373,0.686750064,0.893540975,0.303803932,0.525912688,0.222108757,0.099565994,1.182027061,0.191473066,0.109777891
South Kesteven,E07000141,twototenkm,45.98008258,3.70415351,4.349561053,2.817585621,2.810645755,0.702661439,1.10517367,1.554529998,0.711336271,0.785939831,0.860543392,0.884832923,0.489260557,0.999340713,0.471910892,0.3782227,0.445886394,0.293209341,0.327908671
South Lakeland,E07000031,twototenkm,43.28332635,2.754826181,4.68339489,2.316947797,1.705821879,0.685374862,1.178463999,2.103720062,0.56733808,0.852910939,1.009024102,0.593991547,0.424551651,0.752008529,0.533069337,0.205612459,0.346495068,0.348398888,1.172752542
South Norfolk,E07000149,twototenkm,40.91787968,1.81314071,2.05756813,1.678158404,0.884681332,0.397650578,0.731458174,0.753347196,0.53445697,0.583707271,0.488854839,0.339279851,0.262668272,0.341103937,0.176936266,0.124037795,0.417715515,0.187880778,0.12586188
South Northamptonshire,E07000155,twototenkm,34.08834505,1.348028581,1.741444647,2.753912465,1.327779224,0.370273945,0.781046602,1.073215887,0.509126674,0.494662848,0.468627961,0.934363158,0.22274292,0.555410917,0.60169516,0.15042379,0.407879892,0.159102086,0.118603373
South Oxfordshire,E07000179,twototenkm,39.90303575,1.692058243,2.830264404,2.514006839,0.796262702,2.260358639,0.846029121,1.094861216,0.679070813,1.181551107,0.587564817,0.58435408,0.372445458,0.557062817,0.459135349,0.391709878,0.271307252,0.28254483,0.232778411
South Ribble,E07000126,twototenkm,57.48259978,2.234126743,2.650108561,2.065704836,1.89119539,0.931393438,1.160690733,1.105902883,0.783263327,0.521499158,0.823846919,0.633104036,0.249589091,0.541790954,0.271910067,0.15421765,0.294231043,0.312493659,0.146100931
South Somerset,E07000189,twototenkm,48.06440912,3.276596831,3.775486769,2.184397887,4.191441039,1.362696813,1.133028811,1.070508077,0.727282007,0.606068339,0.768111874,0.685176206,0.244979202,0.632862939,0.30494807,0.251358869,0.326638935,0.197769669,0.236047669
South Staffordshire,E07000196,twototenkm,47.77187968,1.505376344,2.341091602,2.305703008,1.107935212,0.615217095,0.593439499,1.224989792,0.449162924,0.313052947,0.615217095,0.517217912,0.253164557,0.53627331,0.41105213,0.125221179,0.258608957,0.152443174,0.185109569
South Tyneside,E08000023,twototenkm,68.22418809,4.411328148,3.154624077,2.701418987,1.957291852,1.931564052,0.728294643,1.854380653,0.934117042,0.435393536,0.936096103,0.864849888,0.255298937,0.809436166,0.609550951,0.239466445,0.1800946,0.279047676,0.110827446
Southampton UA,E06000045,twototenkm,65.23454393,3.876263183,3.284056308,3.701513614,0.816380566,0.5613168,0.565729668,1.865760558,0.719297471,0.922289396,0.437756498,0.804024536,0.835797185,0.514540399,0.510127532,0.227703985,0.189753321,0.190635894,0.202991924
Southend-on-Sea UA,E06000033,twototenkm,66.45275016,4.475720935,3.69901121,3.732062688,0.888258463,1.980334371,0.694081031,1.757236896,0.834549811,0.738149668,0.512297904,1.035612967,2.090505963,0.651389539,0.71611535,0.318120473,0.103285868,0.352549095,0.132205911
Southwark,E09000028,twototenkm,43.68858778,1.154142645,1.046654289,1.821330467,0.153089476,0.370237669,0.165575497,0.632444111,0.476640283,0.789876551,0.196519114,0.421810364,0.35992313,0.330608124,0.27089237,0.282292651,0.031486488,0.167746979,0.073287515
Spelthorne,E07000213,twototenkm,47.87347413,1.632435575,2.206452238,2.022379384,0.581282697,0.649099012,0.716915326,0.93974036,1.954563069,0.624878899,0.494090293,0.70480527,0.360879674,0.406897888,0.440806045,0.620034877,0.285797326,0.184072854,0.138054641
St Albans,E07000240,twototenkm,44.47562825,1.801671022,2.35975354,3.230749379,0.382270396,0.350011291,0.572599116,0.980676796,0.338720604,1.367786058,0.409690635,0.535501145,0.467757024,0.517758637,0.337107649,0.424207232,0.100003226,0.216136004,0.112906868
St. Helens,E08000013,twototenkm,63.06581207,2.942529441,3.302870461,2.402784593,1.567100098,0.737549068,1.08562316,1.380029441,0.970620707,0.568878803,0.74828263,0.860218351,0.302073111,0.660880765,0.450809617,0.14720314,0.230004907,0.269872424,0.14720314
Stafford,E07000197,twototenkm,45.98153518,2.88068888,2.803752145,1.920459253,1.424809138,1.989998225,0.685032846,1.247262828,0.651003137,0.482334142,0.596259691,0.600698349,0.255962597,0.58442327,0.331419779,0.220453335,0.331419779,0.142037048,0.149434811
Staffordshire Moorlands,E07000198,twototenkm,46.5845401,3.200660047,3.473783038,2.290250078,2.597513443,0.489345358,0.850664315,1.35707986,0.69134257,0.711257788,0.634441947,0.722637913,1.997211869,0.674272383,0.503570514,0.079660872,0.389769268,0.261742866,0.065435717
