AREACD,AREANM,All_2012,All_2013,All_2014,All_2015,All_2016,All_2017,All_2018,Male_2012,Male_2013,Male_2014,Male_2015,Male_2016,Male_2017,Male_2018,Female_2012,Female_2013,Female_2014,Female_2015,Female_2016,Female_2017,Female_2018
E07000004,Aylesbury Vale,14.8354,13.1097,16.2865,11.5002,11.3622,9.0072,9.42645637,15.7091,16.3137,18.7737,12.7006,12.8177,7.1974,10.07487386,14.0186,10.0874,14.004,10.2941,9.9191,10.7915,8.773515035
E07000005,Chiltern,13.5559,11.0225,8.0405,8.7643,7.3601,6.4241,7.082588697,14.5455,11.3104,8.8942,8.8912,9.2422,5.4208,8.539248721,12.7427,10.7856,7.2782,8.6501,5.6646,7.2552,5.793339592
E07000006,South Bucks,14.0201,14.2156,13.7287,9.2378,12.7095,8.9367,7.061236449,20.076,15.9886,15.4785,10.7954,18.1897,11.3546,11.46046005,8.6395,12.576,12.2204,7.7873,6.9517,6.8291,3.294355309
E07000007,Wycombe,14.8175,15.9035,15.423,12.5734,12.5435,12.0242,14.1829274,19.5021,20.3431,18.3009,12.5367,13.364,17.4126,19.12972728,10.3924,11.7179,12.6668,12.6075,11.7944,6.7554,9.313536741
E07000061,Eastbourne,23.8073,21.8929,18.4175,18.7841,21.2518,12.252,14.12685227,26.606,23.7599,19.907,20.2582,28.7818,14.4668,12.76207303,21.3748,20.3588,17.0877,17.4781,14.0077,10.0979,15.26623728
E07000062,Hastings,28.1269,24.5182,22.0258,25.6417,25.6814,22.242,17.03352617,35.339,28.9843,24.0468,20.757,23.1926,17.6413,19.92995237,21.8781,20.7801,20.254,30.2244,27.7718,26.5076,14.1656263
E07000063,Lewes,16.5491,17.4616,17.814,17.7116,11.6331,13.2662,11.04719265,23.3325,20.1629,17.3304,14.5323,14.0057,9.3605,13.2814922,10.0505,15.1656,18.2946,20.4082,9.2208,17.2905,8.77878613
E07000064,Rother,11.9328,12.8776,14.5091,15.6955,15.0543,16.9353,16.84268316,13.7192,12.8548,14.5782,16.9654,15.7434,16.4535,17.98618406,10.3569,12.8991,14.4484,14.5434,14.3891,17.4046,15.89249815
E07000065,Wealden,14.3327,12.5566,15.6394,14.358,14.2283,8.7951,11.53268254,16.2271,14.1918,18.8217,15.9249,17.2163,8.6775,12.2655671,12.5359,10.9919,12.7698,12.9454,11.4499,8.8983,10.84216557
E07000084,Basingstoke and Deane,16.1229,16.9775,16.1334,20.2445,15.6419,16.8886,11.85509535,14.7361,16.6761,17.3563,26.881,17.5216,16.8614,10.17476864,17.5078,17.2995,14.9255,13.713,13.8831,16.9161,13.36412649
E07000085,East Hampshire,16.918,18.3689,17.5216,12.742,9.9391,7.6974,7.841353392,17.9815,19.0829,19.9673,12.1922,9.9013,6.5622,8.868431846,15.8063,17.7041,15.1677,13.181,9.9731,8.825,6.910929921
E07000086,Eastleigh,12.9872,11.8182,13.7364,16.5169,8.803,13.8319,10.64576789,16.2433,13.5747,18.4212,21.6975,13.1775,14.6459,11.61114315,9.7586,9.8963,9.3086,11.4794,4.6747,13.0373,9.717988617
E07000087,Fareham,17.2485,10.1573,10.1865,7.692,10.6817,8.651,11.50807899,21.4621,10.9228,10.9323,7.4446,11.3353,8.5169,14.7851045,13.068,9.4755,9.5685,7.9535,10.0492,8.7765,7.918637145
E07000088,Gosport,25.7635,21.2108,13.4637,15.826,21.899,19.6338,15.03323371,26.9249,17.3454,18.2315,22.3407,25.2727,25.7931,16.26338631,24.6965,24.9058,9.203,9.5206,18.6941,14.0125,13.91459883
E07000089,Hart,10.729,10.897,6.6919,16.8947,11.6973,7.7941,8.791979471,13.2481,9.2497,6.347,16.3556,10.4777,11.0912,9.103537393,8.164,12.3846,7.0207,17.4179,12.9153,4.505,8.488547697
E07000090,Havant,17.5607,14.4144,15.7819,18.0519,21.8586,21.4367,18.28238982,14.1198,15.8173,19.1789,20.2304,20.9193,27.0414,18.29834162,20.4187,13.1455,12.404,16.0387,22.7756,16.7214,18.26749315
E07000091,New Forest,17.3566,16.6755,11.9963,11.8298,14.3803,15.7017,12.58956234,18.9148,17.6033,9.8426,12.012,14.7664,17.1179,13.12446487,15.9686,15.8866,13.8664,11.6799,14.0709,14.473,12.13728503
E07000092,Rushmoor,17.7859,13.9266,16.4883,24.0013,16.2153,18.3898,17.70801827,19.1505,11.421,17.8125,24.756,20.6745,20.009,21.64071378,16.564,16.1446,15.07,23.276,12.1654,16.909,13.47653668
E07000093,Test Valley,13.042,11.79,10.4364,10.1848,12.7635,10.9564,10.9180204,14.8408,12.3012,11.1939,10.2476,13.635,11.2659,15.15747581,11.4738,11.3171,9.7033,10.1228,11.9574,10.664,6.912721222
E07000094,Winchester,12.978,7.1288,8.5431,11.1679,7.4932,15.5145,10.93686062,16.5118,7.9563,11.6192,14.904,8.9216,18.7037,10.23987003,9.9625,6.3932,5.8236,8.0601,6.3223,12.5171,11.53759035
E07000105,Ashford,15.5433,21.9958,26.26,14.5279,17.3701,18.1007,21.54743988,14.7023,24.343,25.0441,17.9293,21.7272,19.0066,24.83516484,16.3136,19.905,27.3248,11.4443,13.2384,17.2788,18.41738175
E07000106,Canterbury,19.6302,19.4718,20.3977,15.3304,10.0648,14.8449,13.18974059,19.3503,21.881,21.8303,12.5363,10.4683,16.0983,14.90394008,19.8837,17.3279,19.118,17.9815,9.6575,13.5803,11.48348621
E07000107,Dartford,25.6521,22.2653,17.5351,19.0287,14.2826,10.1856,9.86886921,27.9922,24.2386,14.4207,20.855,23.1358,10.8122,11.2870717,23.184,20.2996,20.5544,16.9795,6.2258,9.629,8.490513237
E07000108,Dover,25.0813,23.9022,20.5162,29.6908,17.6922,18.7379,13.05366796,30.1738,27.9674,20.4099,34.4385,19.9711,18.0622,15.00486786,20.9909,20.1803,20.6199,25.5056,15.63,19.3189,11.13369784
E07000109,Gravesham,20.9581,22.1798,20.3074,16.5105,11.4793,18.2717,10.48951049,27.7515,23.163,23.5743,22.1205,17.482,21.3703,10.70251981,14.7582,21.1419,16.6412,11.4782,6.036,15.4783,10.30659836
E07000110,Maidstone,17.9788,15.9442,17.0698,13.1684,17.3826,17.148,12.30721939,20.6209,20.2577,21.9838,17.3183,17.9904,20.1104,12.50842199,15.5656,11.9258,12.5266,9.493,16.8053,14.334,12.12260625
E07000111,Sevenoaks,15.836,14.5881,6.4866,15.5795,8.2535,11.9883,8.328286233,22.4546,18.5928,12.513,15.353,11.1638,11.4052,11.441556,9.6124,10.9369,1.8619,15.7775,5.5933,12.5587,5.392864279
E07000112,Folkestone and Hythe,29.6464,21.9766,24.0454,15.7566,18.4403,16.5367,22.78695673,33.8578,23.7972,28.064,17.9051,23.2162,19.6095,26.45950126,25.8069,20.1609,19.6949,13.523,13.6195,13.5957,19.0955018
E07000113,Swale,22.65,18.7477,19.1183,18.1509,20.2312,17.8902,21.31612639,24.2784,20.561,22.089,18.9074,22.8906,19.8264,31.22597802,21.0183,17.0307,16.41,17.4542,17.8605,16.1869,11.68033615
E07000114,Thanet,21.4111,22.0552,21.5358,19.2325,18.0965,23.6723,19.70793773,20.223,24.7527,22.8588,23.963,17.3365,24.3784,16.64380702,22.5387,19.6145,20.3365,14.7148,18.8141,23.0773,22.59253715
E07000115,Tonbridge and Malling,19.3536,14.5299,15.5891,14.1495,17.0868,11.5792,12.24909826,24.7495,20.6835,20.7313,12.813,16.9992,10.885,15.70990359,14.5518,8.8757,10.5779,15.4472,17.1676,12.2253,9.125249689
E07000116,Tunbridge Wells,17.2378,15.6678,16.3395,15.3207,12.2295,14.9951,14.45737277,23.3073,21.9461,20.3801,17.4443,12.8762,17.7687,16.32939854,11.38,10.3783,12.9336,13.1185,11.6098,12.2386,12.70401179
E07000177,Cherwell,16.9233,15.4899,13.2086,20.5164,9.4732,11.5754,11.38925516,16.1366,19.3435,16.6366,22.5807,13.8848,12.4344,14.83295605,17.699,11.7774,10.1661,18.474,5.7112,10.8112,7.833061282
E07000178,Oxford,16.286,17.0975,13.448,13.6723,10.7245,9.0048,8.306851346,19.5764,22.464,16.6588,12.9486,14.1217,5.2065,7.464842997,13.129,12.0835,10.3326,14.3701,7.2568,12.6455,9.087014726
E07000179,South Oxfordshire,11.9142,12.5907,13.461,9.5067,10.6625,10.3609,13.38193363,10.2403,12.6371,14.6918,8.6254,11.6511,9.7211,16.90601066,13.5817,12.5455,12.3292,10.3356,9.7672,10.9727,10.0523066
E07000180,Vale of White Horse,10.09,14.4599,14.7649,18.1021,14.9985,9.7266,6.822413004,12.4283,15.2935,19.0981,21.9273,18.235,11.3073,7.097371025,7.7013,13.6348,10.4964,14.5046,11.7078,8.1715,6.553444031
E07000181,West Oxfordshire,13.4176,15.7267,12.2116,16.5363,14.7635,13.6866,10.69954009,15.1683,21.401,14.5569,16.2351,17.4537,16.7424,12.39291833,11.6659,9.8929,9.8873,16.8014,12.3894,10.6329,9.133660254
E07000207,Elmbridge,14.5479,9.9711,16.4856,12.9142,12.2476,10.8597,7.703726681,14.3531,5.8305,15.6573,15.0522,11.4532,11.1306,8.451382203,14.7252,13.6568,17.3556,10.9389,12.902,10.6205,7.00441662
E07000208,Epsom and Ewell,12.1345,25.6751,14.3016,13.8149,4.9341,9.198,6.732962957,16.0489,27.3754,19.1506,13.6763,3.9279,12.859,9.367915466,8.3998,23.9797,9.8912,13.9511,5.8619,5.849,4.548639867
E07000209,Guildford,11.704,15.7331,19.4151,14.0234,12.4553,11.0011,10.6328762,12.1166,18.4762,24.0964,13.9909,10.2469,16.3053,17.60481551,11.3116,13.0027,15.1572,14.0542,14.5279,5.3885,4.029013226
E07000210,Mole Valley,11.3485,15.3012,16.9543,13.3048,9.0864,11.2192,7.990101911,15.1316,17.5777,19.6072,17.0643,14.015,10.3714,8.139089342,8.1413,13.3332,14.8992,9.7809,5.1869,12.0274,7.835126877
E07000211,Reigate and Banstead,14.5874,12.5636,12.8469,15.228,14.5434,9.46,9.776528435,18.9658,14.6923,12.6824,15.5038,15.9499,11.9226,9.295423887,10.5643,10.5749,13.0116,14.9525,13.0852,7.2907,10.1749682
E07000212,Runnymede,13.3345,15.8196,15.2676,11.0635,13.9678,14.5958,11.06752906,15.2386,19.141,21.3984,19.4531,18.5133,17.4807,13.75829741,11.3328,12.6916,9.1708,2.5673,9.7705,12.1602,8.701408112
E07000213,Spelthorne,15.8943,20.0619,17.1832,15.2236,18.5793,16.8475,15.14725192,20.0526,22.8735,19.5696,15.8502,17.7396,19.4148,16.95058824,12.0382,17.5411,14.8047,14.6456,19.4262,14.3201,13.35638845
E07000214,Surrey Heath,14.6361,13.3954,10.7457,12.6846,12.4162,9.5523,9.945756222,19.007,16.5273,12.6834,11.7843,11.1356,12.9712,9.391131701,10.1017,10.6615,8.8281,13.4889,13.5856,6.3558,10.46210721
E07000215,Tandridge,12.7219,14.6626,9.1218,17.8854,14.73,11.7225,13.04208787,11.1184,13.5869,10.3537,20.9874,19.8364,19.6365,17.04748369,14.2788,15.6921,8.0129,14.805,10.57,3.663,9.23178257
E07000216,Waverley,16.0934,13.8053,16.7131,11.7196,9.1223,8.34,7.134603594,22.6875,20.0155,16.6081,15.1568,12.9443,7.7309,9.407700147,10.3771,7.803,16.8166,8.97,5.6462,8.9417,5.083110882
E07000217,Woking,15.821,13.97,10.5304,16.1924,12.8973,9.064,14.52519838,20.6205,16.6838,13.1688,20.1001,13.9407,9.9611,12.97006112,11.1722,11.436,8.0774,12.0597,11.7665,8.1096,16.12627986
E07000223,Adur,19.9098,14.7903,18.4203,17.0869,16.481,11.8668,17.68816658,16.59,12.6573,23.5689,22.8394,18.3876,14.0657,26.07639185,22.7168,16.4485,13.2434,12.3781,14.6483,9.8499,10.05161641
E07000224,Arun,18.3273,15.9702,15.7857,12.2745,21.7396,17.0137,12.88635355,20.5988,18.0678,16.419,14.0206,28.1662,23.5616,13.30388203,16.2465,14.0107,15.2007,10.6945,16.1348,11.0255,12.48693142
E07000225,Chichester,19.6994,15.7863,15.3744,11.7355,13.7735,10.7183,10.82632116,21.0496,17.7742,18.9963,14.793,16.1271,15.8229,13.36870154,18.5402,14.0488,12.1058,9.0993,11.4948,6.4073,8.394562821
E07000226,Crawley,22.1152,28.057,17.9046,21.5845,20.8641,10.9829,13.97402337,22.0116,33.2839,14.2646,22.5886,22.0304,16.2934,15.14370409,22.2111,22.6113,21.2065,20.5624,19.7863,5.6988,12.86848901
E07000227,Horsham,11.0677,12.5805,15.2578,12.8696,9.3092,8.9946,9.423322929,13.3576,15.4346,15.065,12.7669,9.7372,5.4671,8.945539788,8.8089,10.0076,15.4275,12.9651,8.9098,12.0548,9.880449366
E07000228,Mid Sussex,20.9354,14.3864,14.93,14.445,12.5651,17.4633,12.56655162,18.7655,17.1981,14.7332,20.3825,15.8314,19.4929,17.88707373,22.9924,11.884,15.123,9.3899,9.5203,15.5532,8.000662855
E07000229,Worthing,18.2403,19.0511,21.8708,15.8394,13.2696,9.762,13.07024401,19.1476,20.269,29.3165,14.1453,11.1214,8.3546,12.39894552,17.3508,17.7888,15.0129,17.6249,15.0603,11.2517,13.68145936
E06000022,Bath and North East Somerset,18.7467,15.7469,16.0909,13.776,13.5577,13.4158,11.71457796,21.2098,16.6887,18.3463,15.5363,14.8378,15.336,12.26281887,16.3339,14.8181,13.8996,12.0674,12.302,11.549,11.17950468
E06000023,"Bristol, City of",21.0724,20.6167,20.4724,18.132,16.308,11.1372,16.3115367,23.0269,20.5435,24.0586,18.5304,19.6764,11.2996,18.9090544,19.1413,20.686,16.9508,17.7489,13.0042,10.9791,13.78902934
E06000024,North Somerset,16.1975,15.8295,12.3206,11.6677,11.7291,11.0771,12.00628325,17.7253,18.04,13.8603,13.8618,13.4884,11.7369,12.12387241,14.8089,13.7706,10.8586,9.5698,10.0919,10.4488,11.89674789
E06000025,South Gloucestershire,16.9903,16.8578,13.7964,12.2846,9.7245,10.4883,10.63328051,18.825,18.3704,16.5969,12.7165,11.6349,12.0283,11.39050281,15.2751,15.3926,11.0411,11.8524,7.8012,9.0145,9.906366869
E06000026,Plymouth,24.0581,22.6535,22.2784,20.5961,17.2375,18.4369,16.96053695,26.7119,25.9554,22.0448,22.7717,19.1413,20.9915,16.93283767,21.5558,19.4483,22.5032,18.4649,15.4442,15.918,16.98791757
E06000027,Torbay,20.8821,16.8991,20.853,17.0205,16.7251,14.7552,15.95769816,22.0373,18.3187,22.3156,19.0159,19.0277,15.1911,17.5606868,19.8099,15.6082,19.4973,15.1353,14.6475,14.3458,14.48468472
E06000030,Swindon,20.416,18.8328,17.9948,18.626,14.9004,17.3168,17.66264896,21.8437,19.2473,17.9839,20.2241,14.4653,19.2749,19.14796209,19.0455,18.4255,18.0057,17.0243,15.3166,15.4496,16.18156917
E06000052,Cornwall,20.5088,18.087,18.4132,18.1435,15.74,14.812,13.75293158,23.718,21.8469,24.6758,21.0842,17.9265,17.5842,15.32816699,17.6805,14.744,12.8905,15.468,13.6954,12.2759,12.33689936
E06000053,Isles of Scilly,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
E06000054,Wiltshire,16.9216,17.1777,17.6684,14.2543,13.9169,14.0287,12.27167757,18.1615,17.9624,20.2668,15.3998,15.1334,14.8539,13.72238654,15.7215,16.457,15.2097,13.1675,12.7641,13.2562,10.95438427
E06000058,"Bournemouth, Christchurch and Poole",19.90254297,16.84492863,16.82611937,17.54182852,16.10773967,12.65748742,14.60336577,21.88582425,18.72534525,18.75204465,20.85013263,18.34284563,13.82599441,16.99668026,17.96125809,14.97317381,14.96140868,14.28618041,13.99292254,11.54127193,12.32638241
E06000059,Dorset,16.3750027,16.68283637,15.69030539,14.96000741,12.89525261,12.41116839,12.41707872,19.96753369,17.57009061,16.85803023,15.86545595,13.39088388,14.34325794,14.34740493,13.09192777,15.89672262,14.59863625,14.12407709,12.42021012,10.54507366,10.57652309
E07000040,East Devon,12.7702,8.3216,11.1481,9.0869,6.0512,9.1964,8.56779316,12.9701,8.8836,14.2092,7.5292,7.4585,9.8596,10.10036213,12.5879,7.8066,8.4849,10.6801,4.7752,8.6161,7.084042873
E07000041,Exeter,12.5964,15.367,15.8691,14.2306,13.8721,12.4027,17.18238808,15.9472,14.9139,14.2438,14.4438,13.2342,15.6653,19.83389285,9.5992,15.7934,17.5365,14.0159,14.5212,9.3643,14.02096203
E07000042,Mid Devon,24.1635,19.3485,12.9003,9.9701,17.1233,16.9492,13.34548144,22.5864,19.9849,10.7819,10.9016,20.1042,20.0718,12.5567963,25.5729,18.7651,14.9436,9.1105,13.8624,13.9412,14.04080524
E07000043,North Devon,19.8868,19.9123,19.8573,14.5399,12.7944,15.2531,14.39403965,23.5648,18.8256,17.5805,12.763,9.5635,13.7716,14.79033664,16.6822,20.9807,21.7941,16.1879,15.2112,16.6062,14.04184059
E07000044,South Hams,17.0369,17.241,12.3791,12.9537,13.6023,16.2172,17.33881325,19.1953,19.0706,13.9957,17.6138,10.9811,16.6411,19.6341231,15.1696,15.6614,10.8597,9.0163,16.2403,15.788,15.25580055
E07000045,Teignbridge,19.2948,17.0186,9.2909,12.505,12.1192,16.2743,14.1108207,17.9644,17.5863,9.6245,9.8338,13.6689,15.3184,14.87468993,20.5629,16.4925,8.9554,14.7971,10.6986,17.0923,13.38010882
E07000046,Torridge,20.4522,24.3526,14.3115,12.4569,18.0679,15.4069,7.132635538,20.6402,27.4465,11.4053,13.3366,20.3747,15.3996,7.395829049,20.2473,21.6057,16.9609,11.6618,16.1347,15.4136,6.872586873
E07000047,West Devon,17.2338,12.4468,10.0374,12.2803,14.0129,4.9011,14.31307589,15.8303,15.5411,7.3291,15.3879,21.5168,0,23.97994073,18.71,9.2964,12.6041,9.0896,7.561,9.3994,6.268968134
E07000078,Cheltenham,18.7509,21.2541,14.8631,11.2153,11.8814,10.5303,10.75335785,23.6306,25.4159,15.1475,11.8345,15.293,10.9788,11.28381989,13.1298,17.1136,14.5827,10.621,8.5542,10.1294,10.25611838
E07000079,Cotswold,14.2019,12.4591,15.1172,14.1237,5.8326,9.8296,12.24529089,21.234,15.4857,17.2025,12.8392,3.1313,8.8616,11.01886291,8.1067,9.5101,13.2378,15.3235,8.2647,10.6768,13.39169305
E07000080,Forest of Dean,17.3103,20.1314,20.6221,20.2742,17.2406,15.2332,10.80763791,23.964,24.9738,22.3825,25.5595,19.761,17.279,13.18469101,11.0415,15.7367,18.8539,15.5264,14.9935,13.2298,8.583397218
E07000081,Gloucester,17.8083,22.4311,23.1292,18.7271,16.834,21.3334,13.52555087,19.4376,28.3009,29.4818,19.447,16.5667,22.5924,18.15159072,16.3657,16.4798,17.1621,17.9461,17.1006,20.0924,9.08475396
E07000082,Stroud,18.1213,11.6703,10.0437,10.41,11.4172,11.9749,11.90657084,22.0116,12.4939,12.776,11.8971,13.5039,13.5008,13.48106102,14.5658,10.9114,7.4827,9.0684,9.2996,10.4533,10.50877023
E07000083,Tewkesbury,11.6558,19.0468,12.666,14.7739,11.5591,15.8984,13.92212966,9.3955,18.6362,14.8051,20.335,12.5415,15.3853,13.79254978,13.9038,19.4442,10.8489,9.7204,10.6732,16.3886,14.04775989
E07000187,Mendip,15.1472,19.8812,16.5458,19.5184,12.1351,13.4775,11.38689284,16.4747,22.6782,21.7115,21.3697,12.6948,16.8279,11.30474062,13.7859,17.3977,11.8838,17.7865,11.6676,10.161,11.47056687
E07000188,Sedgemoor,20.6182,20.3191,19.3411,13.9747,15.2037,16.3866,17.71992856,19.1851,23.3276,22.7469,19.0845,13.8178,16.2642,16.67841353,21.9103,17.363,16.2176,9.1507,16.5157,16.5033,18.70541398
E07000189,South Somerset,21.8764,21.4755,19.7856,17.1844,10.325,11.939,17.22275343,22.7004,22.4373,23.8571,17.557,12.2791,12.1954,18.95499554,21.1043,20.5763,16.1401,16.8349,8.4363,11.7169,15.49804998
E07000246,Somerset West and Taunton,17.31480537,18.3443592,14.27722974,13.81389714,12.52269289,15.40669493,16.35103211,17.56048743,20.85039902,18.94656697,14.27327452,13.41689353,15.47979597,20.37546335,17.09481304,16.1789923,10.04669591,13.37504747,11.62795097,15.34002108,12.54848793
S12000005,Clackmannanshire,23.0005,25.0069,24.7677,23.0781,24.2916,17.4648,19.16107718,24.0986,26.2662,27.2839,23.8697,23.5416,19.0256,23.06351566,21.9827,23.8053,22.4476,22.3374,24.9877,16.0056,15.43840775
S12000006,Dumfries and Galloway,22.7266,21.3567,18.3161,18.2389,18.1109,17.2648,15.57761564,25.4514,21.7302,19.8955,19.2607,18.409,18.3381,17.0005253,20.2108,21.0109,16.8698,17.3037,17.8399,16.2838,14.23103054
S12000008,East Ayrshire,25.3011,24.6367,23.2043,22.6492,21.2136,18.7774,17.0173785,27.9278,26.3153,25.3551,22.372,22.2924,20.274,17.05327779,22.9497,23.1126,21.3182,22.9022,20.2156,17.3609,16.9838376
S12000010,East Lothian,20.3318,19.8823,17.3168,15.9584,15.5228,13.4306,14.24701058,20.1828,19.6071,17.9617,15.9824,17.2796,14.226,16.39214235,20.463,20.121,16.7628,15.9374,13.9764,12.7123,12.37667128
S12000011,East Renfrewshire,12.9979,14.7657,13.2901,13.4615,11.5119,9.4446,10.3995545,13.4764,16.5994,13.5601,14.1113,12.7879,10.8009,12.3366471,12.5624,13.1038,13.0579,12.8941,10.4103,8.2434,8.668371517
S12000013,Na h-Eileanan Siar,18.487,14.6562,15.1003,13.202,14.8694,13.0965,11.94549007,19.4646,16.915,17.7721,14.7845,16.5037,17.9465,15.30502684,17.5466,12.363,12.4328,11.5877,13.25,8.3694,8.741388941
S12000014,Falkirk,24.0058,22.5658,21.2442,21.5308,18.8043,17.9484,16.87665355,26.8133,24.9978,23.3244,24.8469,19.2845,19.848,16.68958492,21.3959,20.3668,19.3063,18.4966,18.3682,16.21,17.04599591
S12000017,Highland,18.6616,17.2934,15.423,15.4671,17.8379,13.4179,12.12576935,21.2667,19.9423,17.7895,17.7033,19.2372,15.2984,14.85831879,16.1919,14.8537,13.2594,13.4303,16.5328,11.724,9.585330725
S12000018,Inverclyde,24.1504,21.7851,22.365,22.4378,20.5931,18.2084,17.52043151,25.0052,21.6457,21.827,24.6363,22.1546,18.3149,20.67329655,23.4158,21.9026,22.827,20.5112,19.2487,18.1157,14.77859609
S12000019,Midlothian,19.5177,18.575,17.9194,16.5934,16.4258,15.4952,15.25144755,19.9661,18.9448,17.0871,16.7484,19.9427,19.1356,16.12416469,19.1085,18.2473,18.686,16.4534,13.228,12.3108,14.45478312
S12000020,Moray,16.0757,13.085,15.1524,15.7551,15.0744,16.884,15.91493401,18.6177,17.1404,18.0114,20.0029,16.5368,18.8795,18.33203262,13.5931,8.9957,12.4282,11.8195,13.6722,15.0169,13.59336228
S12000021,North Ayrshire,27.9686,25.9874,22.6278,20.7411,20.6283,16.3708,18.93997555,28.6627,28.354,23.1031,20.7415,20.989,17.0571,19.55301723,27.366,23.9887,22.2257,20.7407,20.3176,15.7817,18.37872186
S12000023,Orkney Islands,19.2757,15.2315,11.7522,7.0174,8.5159,6.2504,10.15359834,20.9172,22.6889,15.2924,6.2447,7.8978,7.7545,12.58056815,17.657,7.5915,8.1891,7.766,9.1517,4.8328,7.895613548
S12000026,Scottish Borders,20.1843,18.812,16.0617,17.9797,18.4785,15.8606,14.10147709,22.5875,20.3631,18.1014,19.9222,19.5916,16.3926,15.48472275,18.0106,17.3947,14.1317,16.1798,17.5013,15.3732,12.85895807
S12000027,Shetland Islands,18.15,20.9364,20.2222,15.8358,19.0991,12.71,15.05276801,21.3856,21.2008,16.6298,16.6989,20.4239,15.004,17.50351348,14.9641,20.6729,23.6984,14.9196,17.7508,10.4808,12.76265521
S12000028,South Ayrshire,20.1999,19.8765,19.8055,17.0518,15.5198,15.3851,15.35142969,22.082,23.5883,20.9686,19.5578,17.8261,17.5653,14.86483334,18.4442,16.5138,18.756,14.8013,13.4131,13.392,15.79689101
S12000029,South Lanarkshire,21.7499,23.1852,21.0506,17.7289,19.1082,17.8738,16.22178542,24.4085,26.2027,24.2761,18.5727,21.472,20.6048,17.58671269,19.3565,20.4128,18.138,16.9599,16.9972,15.4321,15.01063838
S12000030,Stirling,17.3297,18.9799,13.9497,18.3257,14.2448,12.7765,12.390838,18.7944,19.6398,16.1522,20.8152,16.2292,14.3815,15.46961326,15.9746,18.381,11.9875,16.1039,12.5203,11.3194,9.622562162
S12000033,Aberdeen City,23.9531,23.9304,19.1404,21.2025,13.8122,16.5056,16.72187206,26.787,27.0932,22.3936,23.4213,15.7778,18.7753,17.79271836,21.3667,20.9694,16.0784,19.1039,11.8471,14.3506,15.67145827
S12000034,Aberdeenshire,19.2665,16.1502,16.0935,14.7904,10.5322,15.1064,11.4783307,20.199,16.9443,17.6496,15.8727,12.3757,16.9169,12.38117461,18.3777,15.3769,14.6163,13.7335,8.7111,13.4636,10.59438198
S12000035,Argyll and Bute,21.0058,19.6123,19.7366,15.2239,14.455,14.9127,15.10121339,23.6467,23.8834,24.4951,16.9243,14.2571,16.1021,16.40544939,18.6433,15.5155,15.1699,13.5248,14.6432,13.7627,13.86118753
S12000036,City of Edinburgh,17.1608,17.2351,18.9074,16.231,15.9454,12.0394,15.59367212,19.3765,19.5724,20.6655,17.3554,17.5937,12.5659,14.76548016,15.1721,15.1452,17.336,15.2041,14.4615,11.5575,16.32428906
S12000038,Renfrewshire,21.8926,18.8894,20.8819,19.8031,18.627,16.1377,18.69082883,24.0656,20.846,22.662,22.3409,22.9207,16.4937,17.6932838,19.9344,17.0758,19.2547,17.5113,14.866,15.8153,19.59295975
S12000039,West Dunbartonshire,25.98,24.7719,23.3302,21.4033,17.9951,17.1044,20.10346744,28.4427,25.2284,25.8706,20.6193,20.4563,20.5295,23.39643618,23.8724,24.3677,21.0735,22.0786,15.9,14.1966,17.28153284
S12000040,West Lothian,20.9487,23.4636,20.8546,19.1606,19.0635,15.0925,18.25097265,20.8948,25.086,23.2416,22.1116,20.7055,14.8859,18.8383588,20.9982,22.0082,18.5384,16.3512,17.479,15.2917,17.70191133
S12000041,Angus,21.7661,25.3844,19.0218,21.8489,17.4963,16.0957,15.71475554,24.6148,27.5458,21.0577,23.5402,18.1415,17.3039,17.30695826,19.1889,23.3914,17.2025,20.323,16.8849,14.9479,14.19574577
S12000042,Dundee City,25.4936,29.983,32.6276,25.2901,23.7609,20.7713,21.84273704,28.3126,31.9567,36.1111,28.5134,28.6893,23.1112,23.6331101,22.937,28.1972,29.5966,22.2306,19.3005,18.6777,20.19792633
S12000045,East Dunbartonshire,11.751,10.6105,10.8572,9.478,7.6033,8.8105,8.267342414,14.1947,11.3737,12.6964,10.1906,9.4996,10.2702,10.39166061,9.5155,9.9309,9.2301,8.8434,5.9668,7.5007,6.397246978
S12000047,Fife,22.4786,22.3427,20.8207,18.6275,17.3371,14.684,15.01736456,25.1635,25.9874,20.5326,18.4556,17.8868,15.1061,15.60634041,20.0069,19.0168,21.0813,18.7855,16.8288,14.2909,14.49578544
S12000048,Perth and Kinross,19.3613,18.9596,14.8743,16.0476,13.9697,11.7085,16.2580928,20.6579,18.858,18.2222,19.2639,13.6828,11.9897,14.44846076,18.1722,19.0557,11.8164,13.0534,14.2262,11.4389,18.01131931
S12000049,Glasgow City,26.8091,27.544,25.7967,23.7784,23.6186,22.8321,20.07048493,30.7709,32.2396,29.1164,28.1059,25.7275,26.7686,22.7251808,23.4131,23.3947,22.7814,20.0055,21.6362,19.2844,17.75541713
S12000050,North Lanarkshire,23.8131,23.8194,24.5336,23.4367,19.2459,20.9263,19.63774802,25.3307,25.6491,25.2817,24.3621,19.5731,20.7081,21.1273202,22.4007,22.1312,23.856,22.5667,18.9538,21.119,18.27325197
